,probe_id,gene_id,is_multiple,accession,gene_name,symbol
4664,203459_s_at,64601,0,NM_022575,"VPS16, CORVET/HOPS core subunit",VPS16
4665,215216_at,64601,1,AA779495,"VPS16, CORVET/HOPS core subunit",VPS16
4666,203460_s_at,5663,0,NM_007318,presenilin 1,PSEN1
4667,207782_s_at,5663,0,NM_007319,presenilin 1,PSEN1
4668,203461_at,1106,0,NM_001271,chromodomain helicase DNA binding protein 2,CHD2
4669,203462_x_at,8662,0,NM_003751,eukaryotic translation initiation factor 3 subunit B,EIF3B
4670,208688_x_at,8662,0,U78525,eukaryotic translation initiation factor 3 subunit B,EIF3B
4671,211501_s_at,8662,0,BC001173,eukaryotic translation initiation factor 3 subunit B,EIF3B
4672,203463_s_at,22905,1,H05668,epsin 2,EPN2
4673,203464_s_at,22905,1,NM_014964,epsin 2,EPN2
4674,203463_s_at,100874309,1,H05668,EPN2 intronic transcript 1,EPN2-IT1
4675,203464_s_at,100874309,1,NM_014964,EPN2 intronic transcript 1,EPN2-IT1
4676,203465_at,9801,0,NM_014763,mitochondrial ribosomal protein L19,MRPL19
4677,203466_at,4358,0,NM_002437,"MPV17, mitochondrial inner membrane protein",MPV17
4678,203467_at,5372,0,NM_002676,phosphomannomutase 1,PMM1
4679,203468_at,8558,0,NM_003674,cyclin dependent kinase 10,CDK10
4680,203469_s_at,8558,0,NM_003674,cyclin dependent kinase 10,CDK10
4681,210622_x_at,8558,0,AF153430,cyclin dependent kinase 10,CDK10
4682,203470_s_at,5341,0,AI433595,pleckstrin,PLEK
4683,203471_s_at,5341,0,NM_002664,pleckstrin,PLEK
4684,203472_s_at,11309,0,AB026256,solute carrier organic anion transporter family member 2B1,SLCO2B1
4685,203473_at,11309,0,NM_007256,solute carrier organic anion transporter family member 2B1,SLCO2B1
4686,211557_x_at,11309,0,AF205073,solute carrier organic anion transporter family member 2B1,SLCO2B1
4687,203474_at,10788,0,NM_006633,IQ motif containing GTPase activating protein 2,IQGAP2
4688,203475_at,1588,0,NM_000103,cytochrome P450 family 19 subfamily A member 1,CYP19A1
4689,203476_at,7162,0,NM_006670,trophoblast glycoprotein,TPBG
4690,203477_at,1306,0,NM_001855,collagen type XV alpha 1 chain,COL15A1
4691,203478_at,4717,0,NM_002494,NADH:ubiquinone oxidoreductase subunit C1,NDUFC1
4692,203479_s_at,54726,0,T79216,OTU deubiquitinase 4,OTUD4
4693,203480_s_at,54726,0,NM_014928,OTU deubiquitinase 4,OTUD4
4694,220669_at,54726,0,NM_017493,OTU deubiquitinase 4,OTUD4
4695,203481_at,55719,0,AI655902,SMC5-SMC6 complex localization factor 2,SLF2
4696,203482_at,55719,0,AL133215,SMC5-SMC6 complex localization factor 2,SLF2
4697,203483_at,55719,1,NM_018121,SMC5-SMC6 complex localization factor 2,SLF2
4698,203483_at,57715,1,NM_018121,semaphorin 4G,SEMA4G
4699,219194_at,57715,0,NM_017893,semaphorin 4G,SEMA4G
4700,203484_at,23480,0,NM_014302,Sec61 translocon gamma subunit,SEC61G
4701,203485_at,6252,0,NM_021136,reticulon 1,RTN1
4702,210222_s_at,6252,0,BC000314,reticulon 1,RTN1
4703,203486_s_at,25852,0,BF195973,armadillo repeat containing 8,ARMC8
4704,203487_s_at,25852,0,NM_015396,armadillo repeat containing 8,ARMC8
4705,219094_at,25852,0,NM_014154,armadillo repeat containing 8,ARMC8
4706,203488_at,22859,0,NM_014921,adhesion G protein-coupled receptor L1,ADGRL1
4707,219145_at,22859,0,NM_024679,adhesion G protein-coupled receptor L1,ADGRL1
4708,47560_at,22859,0,AI525402,adhesion G protein-coupled receptor L1,ADGRL1
4709,203489_at,10572,0,NM_006427,SIVA1 apoptosis inducing factor,SIVA1
4710,210792_x_at,10572,0,AF033111,SIVA1 apoptosis inducing factor,SIVA1
4711,222030_at,10572,0,AW024335,SIVA1 apoptosis inducing factor,SIVA1
4712,203490_at,2000,0,NM_001421,E74 like ETS transcription factor 4,ELF4
4713,31845_at,2000,0,U32645,E74 like ETS transcription factor 4,ELF4
4714,203491_s_at,9702,0,AI123527,centrosomal protein 57,CEP57
4715,203492_x_at,9702,0,AA918224,centrosomal protein 57,CEP57
4716,203493_s_at,9702,0,AL525206,centrosomal protein 57,CEP57
4717,203494_s_at,9702,0,NM_014679,centrosomal protein 57,CEP57
4718,209862_s_at,9702,0,BC001233,centrosomal protein 57,CEP57
4719,203495_at,9684,0,NM_014665,leucine rich repeat containing 14,LRRC14
4720,32062_at,9684,0,D25216,leucine rich repeat containing 14,LRRC14
4721,203496_s_at,5469,0,AF055994,mediator complex subunit 1,MED1
4722,203497_at,5469,0,NM_004774,mediator complex subunit 1,MED1
4723,203498_at,10231,0,NM_005822,regulator of calcineurin 2,RCAN2
4724,203499_at,1969,0,NM_004431,EPH receptor A2,EPHA2
4725,203500_at,2639,0,NM_000159,glutaryl-CoA dehydrogenase,GCDH
4726,208369_s_at,2639,0,NM_013976,glutaryl-CoA dehydrogenase,GCDH
4727,203501_at,10404,0,NM_006102,carboxypeptidase Q,CPQ
4728,208454_s_at,10404,0,NM_016134,carboxypeptidase Q,CPQ
4729,203502_at,669,0,NM_001724,bisphosphoglycerate mutase,BPGM
4730,203503_s_at,5195,0,NM_004565,peroxisomal biogenesis factor 14,PEX14
4731,33760_at,5195,0,AB017546,peroxisomal biogenesis factor 14,PEX14
4732,203504_s_at,19,0,NM_005502,ATP binding cassette subfamily A member 1,ABCA1
4733,203505_at,19,0,AF285167,ATP binding cassette subfamily A member 1,ABCA1
4734,216066_at,19,0,AK024328,ATP binding cassette subfamily A member 1,ABCA1
4735,203506_s_at,9968,0,NM_005120,mediator complex subunit 12,MED12
4736,211342_x_at,9968,0,BC004354,mediator complex subunit 12,MED12
4737,214275_at,9968,0,AI217362,mediator complex subunit 12,MED12
4738,216071_x_at,9968,0,AF132033,mediator complex subunit 12,MED12
4739,203507_at,968,1,NM_001251,CD68 molecule,CD68
4740,203508_at,7133,0,NM_001066,TNF receptor superfamily member 1B,TNFRSF1B
4741,203509_at,6653,0,NM_003105,sortilin related receptor 1,SORL1
4742,212560_at,6653,0,AV728268,sortilin related receptor 1,SORL1
4743,203510_at,4233,0,BG170541,"MET proto-oncogene, receptor tyrosine kinase",MET
4744,211599_x_at,4233,0,U19348,"MET proto-oncogene, receptor tyrosine kinase",MET
4745,213807_x_at,4233,0,BE870509,"MET proto-oncogene, receptor tyrosine kinase",MET
4746,213816_s_at,4233,0,AA005141,"MET proto-oncogene, receptor tyrosine kinase",MET
4747,203511_s_at,27095,0,AF041432,trafficking protein particle complex 3,TRAPPC3
4748,203512_at,27095,0,NM_014408,trafficking protein particle complex 3,TRAPPC3
4749,203513_at,80208,0,NM_025137,spastic paraplegia 11 (autosomal recessive),SPG11
4750,203514_at,4215,0,BF971923,mitogen-activated protein kinase kinase kinase 3,MAP3K3
4751,203515_s_at,10654,0,NM_006556,phosphomevalonate kinase,PMVK
4752,203516_at,6640,0,NM_003098,syntrophin alpha 1,SNTA1
4753,203517_at,10651,0,NM_006554,metaxin 2,MTX2
4754,203518_at,1130,0,NM_000081,lysosomal trafficking regulator,LYST
4755,210943_s_at,1130,0,U84744,lysosomal trafficking regulator,LYST
4756,215415_s_at,1130,0,U70064,lysosomal trafficking regulator,LYST
4757,203519_s_at,26019,0,NM_015542,UPF2 regulator of nonsense transcripts homolog (yeast),UPF2
4758,203520_s_at,24149,0,AW613549,zinc finger protein 318,ZNF318
4759,203521_s_at,24149,0,NM_014345,zinc finger protein 318,ZNF318
4760,203522_at,9973,0,NM_005125,copper chaperone for superoxide dismutase,CCS
4761,203523_at,4046,0,NM_002339,lymphocyte-specific protein 1,LSP1
4762,203524_s_at,4357,0,NM_021126,mercaptopyruvate sulfurtransferase,MPST
4763,203525_s_at,324,0,AI375486,"APC, WNT signaling pathway regulator",APC
4764,203526_s_at,324,0,M74088,"APC, WNT signaling pathway regulator",APC
4765,203527_s_at,324,0,NM_000038,"APC, WNT signaling pathway regulator",APC
4766,215310_at,324,0,AF038181,"APC, WNT signaling pathway regulator",APC
4767,216933_x_at,324,0,S67788,"APC, WNT signaling pathway regulator",APC
4768,203528_at,10507,0,NM_006378,semaphorin 4D,SEMA4D
4769,203529_at,5537,0,NM_016294,protein phosphatase 6 catalytic subunit,PPP6C
4770,206174_s_at,5537,0,NM_002721,protein phosphatase 6 catalytic subunit,PPP6C
4771,203530_s_at,6810,0,NM_004604,syntaxin 4,STX4
4772,203531_at,8065,0,BF435809,cullin 5,CUL5
4773,203532_x_at,8065,0,AF017061,cullin 5,CUL5
4774,203533_s_at,8065,0,NM_003478,cullin 5,CUL5
4775,203534_at,27257,0,NM_014462,"LSM1 homolog, mRNA degradation associated",LSM1
4776,203535_at,6280,0,NM_002965,S100 calcium binding protein A9,S100A9
4777,203536_s_at,9391,0,NM_004804,cytosolic iron-sulfur assembly component 1,CIAO1
4778,217501_at,9391,0,AI339732,cytosolic iron-sulfur assembly component 1,CIAO1
4779,203537_at,5636,0,NM_002767,phosphoribosyl pyrophosphate synthetase associated protein 2,PRPSAP2
4780,203538_at,819,0,NM_001745,calcium modulating ligand,CAMLG
4781,203539_s_at,2670,0,J04569,glial fibrillary acidic protein,GFAP
4782,203540_at,2670,0,NM_002055,glial fibrillary acidic protein,GFAP
4783,203541_s_at,687,0,BF438302,Kruppel like factor 9,KLF9
4784,203542_s_at,687,0,AI690205,Kruppel like factor 9,KLF9
4785,203543_s_at,687,0,NM_001206,Kruppel like factor 9,KLF9
4786,203544_s_at,8027,0,NM_003473,signal transducing adaptor molecule,STAM
4787,203545_at,79053,0,NM_024079,"ALG8, alpha-1,3-glucosyltransferase",ALG8
4788,203546_at,9670,0,NM_014652,importin 13,IPO13
4789,203547_at,920,0,U47924,CD4 molecule,CD4
4790,216424_at,920,0,S79267,CD4 molecule,CD4
4791,203548_s_at,4023,0,BF672975,lipoprotein lipase,LPL
4792,203549_s_at,4023,0,NM_000237,lipoprotein lipase,LPL
4793,203550_s_at,10712,0,NM_006589,family with sequence similarity 189 member B,FAM189B
4794,203551_s_at,1353,0,NM_004375,"COX11, cytochrome c oxidase copper chaperone",COX11
4795,211727_s_at,1353,0,BC005895,"COX11, cytochrome c oxidase copper chaperone",COX11
4796,214277_at,1353,0,AI376724,"COX11, cytochrome c oxidase copper chaperone",COX11
4797,203552_at,11183,0,AW298170,mitogen-activated protein kinase kinase kinase kinase 5,MAP4K5
4798,203553_s_at,11183,0,NM_006575,mitogen-activated protein kinase kinase kinase kinase 5,MAP4K5
4799,211081_s_at,11183,0,Z25426,mitogen-activated protein kinase kinase kinase kinase 5,MAP4K5
4800,203554_x_at,9232,0,NM_004219,pituitary tumor-transforming 1,PTTG1
4801,203555_at,26469,0,NM_014369,"protein tyrosine phosphatase, non-receptor type 18",PTPN18
4802,213521_at,26469,0,AW575379,"protein tyrosine phosphatase, non-receptor type 18",PTPN18
4803,203556_at,22882,0,NM_014943,zinc fingers and homeoboxes 2,ZHX2
4804,203557_s_at,5092,0,NM_000281,pterin-4 alpha-carbinolamine dehydratase 1,PCBD1
4805,203558_at,9820,0,NM_014780,cullin 7,CUL7
4806,36084_at,9820,0,D38548,cullin 7,CUL7
4807,203559_s_at,26,0,NM_001091,"amine oxidase, copper containing 1",AOC1
4808,203560_at,8836,0,NM_003878,gamma-glutamyl hydrolase,GGH
4809,203561_at,2212,0,NM_021642,Fc fragment of IgG receptor IIa,FCGR2A
4810,203562_at,9638,0,NM_005103,fasciculation and elongation protein zeta 1,FEZ1
4811,205973_at,9638,0,NM_022549,fasciculation and elongation protein zeta 1,FEZ1
4812,203563_at,60312,0,NM_021638,actin filament associated protein 1,AFAP1
4813,203564_at,2189,0,NM_004629,Fanconi anemia complementation group G,FANCG
4814,203565_s_at,4331,0,NM_002431,"MNAT1, CDK activating kinase assembly factor",MNAT1
4815,203566_s_at,178,0,NM_000645,"amylo-alpha-1, 6-glucosidase, 4-alpha-glucanotransferase",AGL
4816,203567_s_at,10475,0,AU157590,tripartite motif containing 38,TRIM38
4817,203568_s_at,10475,0,NM_006355,tripartite motif containing 38,TRIM38
4818,203610_s_at,10475,0,AI363270,tripartite motif containing 38,TRIM38
4819,203569_s_at,8481,0,NM_003611,"OFD1, centriole and centriolar satellite protein",OFD1
4820,203570_at,4016,0,NM_005576,lysyl oxidase like 1,LOXL1
4821,203571_s_at,10974,0,NM_006829,adipogenesis regulatory factor,ADIRF
4822,203572_s_at,6878,0,NM_005641,TATA-box binding protein associated factor 6,TAF6
4823,203573_s_at,5875,0,NM_004581,Rab geranylgeranyltransferase alpha subunit,RABGGTA
4824,203574_at,4783,0,NM_005384,"nuclear factor, interleukin 3 regulated",NFIL3
4825,203575_at,1459,0,NM_001896,casein kinase 2 alpha 2,CSNK2A2
4826,203576_at,587,0,NM_001190,branched chain amino acid transaminase 2,BCAT2
4827,215654_at,587,0,AK023909,branched chain amino acid transaminase 2,BCAT2
4828,203577_at,2968,0,NM_001517,general transcription factor IIH subunit 4,GTF2H4
4829,203578_s_at,9057,0,BG230586,solute carrier family 7 member 6,SLC7A6
4830,203579_s_at,9057,0,AI660619,solute carrier family 7 member 6,SLC7A6
4831,203580_s_at,9057,0,NM_003983,solute carrier family 7 member 6,SLC7A6
4832,203581_at,5867,1,BC002438,"RAB4A, member RAS oncogene family",RAB4A
4833,203582_s_at,5867,1,NM_004578,"RAB4A, member RAS oncogene family",RAB4A
4834,206272_at,5867,1,NM_006542,"RAB4A, member RAS oncogene family",RAB4A
4835,203581_at,10638,1,BC002438,S-phase response (cyclin related),SPHAR
4836,203582_s_at,10638,1,NM_004578,S-phase response (cyclin related),SPHAR
4837,206272_at,10638,1,NM_006542,S-phase response (cyclin related),SPHAR
4838,203583_at,25972,0,NM_014044,unc-50 inner nuclear membrane RNA binding protein,UNC50
4839,203584_at,9694,0,NM_014673,ER membrane protein complex subunit 2,EMC2
4840,203585_at,7739,0,NM_007150,zinc finger protein 185 (LIM domain),ZNF185
4841,203586_s_at,379,0,NM_001661,ADP ribosylation factor like GTPase 4D,ARL4D
4842,203587_at,379,0,U25771,ADP ribosylation factor like GTPase 4D,ARL4D
4843,203588_s_at,7029,0,BG034328,transcription factor Dp-2,TFDP2
4844,203589_s_at,7029,0,NM_006286,transcription factor Dp-2,TFDP2
4845,203590_at,1783,0,NM_006141,dynein cytoplasmic 1 light intermediate chain 2,DYNC1LI2
4846,213162_at,1783,0,AI640861,dynein cytoplasmic 1 light intermediate chain 2,DYNC1LI2
4847,203591_s_at,1441,0,NM_000760,colony stimulating factor 3 receptor,CSF3R
4848,203592_s_at,10272,0,NM_005860,follistatin like 3,FSTL3
4849,203593_at,23607,0,NM_012120,CD2 associated protein,CD2AP
4850,203594_at,8634,0,NM_003729,RNA 3'-terminal phosphate cyclase,RTCA
4851,215351_at,8634,0,BG536504,RNA 3'-terminal phosphate cyclase,RTCA
4852,203595_s_at,24138,0,N47725,interferon induced protein with tetratricopeptide repeats 5,IFIT5
4853,203596_s_at,24138,0,NM_012420,interferon induced protein with tetratricopeptide repeats 5,IFIT5
4854,203597_s_at,11193,0,AI734228,WW domain binding protein 4,WBP4
4855,203598_s_at,11193,0,AK000979,WW domain binding protein 4,WBP4
4856,203599_s_at,11193,0,NM_007187,WW domain binding protein 4,WBP4
4857,203600_s_at,8603,0,NM_003704,family with sequence similarity 193 member A,FAM193A
4858,203601_s_at,7709,0,AW574837,zinc finger and BTB domain containing 17,ZBTB17
4859,203602_s_at,7709,0,NM_003443,zinc finger and BTB domain containing 17,ZBTB17
4860,203603_s_at,9839,0,NM_014795,zinc finger E-box binding homeobox 2,ZEB2
4861,203604_at,9658,0,N38750,zinc finger protein 516,ZNF516
4862,203605_at,6729,0,NM_003136,signal recognition particle 54,SRP54
4863,203606_at,4726,0,NM_004553,NADH:ubiquinone oxidoreductase subunit S6,NDUFS6
4864,203607_at,22876,0,NM_014937,inositol polyphosphate-5-phosphatase F,INPP5F
4865,203608_at,7915,0,AL031230,aldehyde dehydrogenase 5 family member A1,ALDH5A1
4866,203609_s_at,7915,0,NM_001080,aldehyde dehydrogenase 5 family member A1,ALDH5A1
4867,203611_at,7014,0,NM_005652,telomeric repeat binding factor 2,TERF2
4868,203612_at,705,0,NM_004053,bystin like,BYSL
4869,203613_s_at,4712,0,NM_002493,NADH:ubiquinone oxidoreductase subunit B6,NDUFB6
4870,203614_at,9724,1,NM_021645,"UTP14, small subunit processome component homolog C (S. cerevisiae)",UTP14C
4871,221513_s_at,9724,1,BC001149,"UTP14, small subunit processome component homolog C (S. cerevisiae)",UTP14C
4872,203614_at,440138,1,NM_021645,"ALG11, alpha-1,2-mannosyltransferase",ALG11
4873,221513_s_at,440138,1,BC001149,"ALG11, alpha-1,2-mannosyltransferase",ALG11
4874,203615_x_at,6817,0,NM_001055,sulfotransferase family 1A member 1,SULT1A1
4875,215299_x_at,6817,0,U37025,sulfotransferase family 1A member 1,SULT1A1
4876,203616_at,5423,0,NM_002690,DNA polymerase beta,POLB
4877,203617_x_at,2002,0,NM_005229,"ELK1, ETS transcription factor",ELK1
4878,210376_x_at,2002,0,M25269,"ELK1, ETS transcription factor",ELK1
4879,210850_s_at,2002,0,AF000672,"ELK1, ETS transcription factor",ELK1
4880,203618_at,23017,0,AB023167,Fas apoptotic inhibitory molecule 2,FAIM2
4881,203619_s_at,23017,0,NM_012306,Fas apoptotic inhibitory molecule 2,FAIM2
4882,203620_s_at,9873,0,NM_014824,FCH and double SH3 domains 2,FCHSD2
4883,203621_at,4711,0,NM_002492,NADH:ubiquinone oxidoreductase subunit B5,NDUFB5
4884,203622_s_at,56902,0,NM_020143,partner of NOB1 homolog,PNO1
4885,211697_x_at,56902,0,AF349314,partner of NOB1 homolog,PNO1
4886,203623_at,55558,0,AI675453,plexin A3,PLXNA3
4887,203624_at,8227,0,NM_005088,A-kinase anchoring protein 17A,AKAP17A
4888,210269_s_at,8227,0,M99578,A-kinase anchoring protein 17A,AKAP17A
4889,203625_x_at,6502,0,BG105365,S-phase kinase associated protein 2,SKP2
4890,203626_s_at,6502,0,NM_005983,S-phase kinase associated protein 2,SKP2
4891,210567_s_at,6502,0,BC001441,S-phase kinase associated protein 2,SKP2
4892,203627_at,3480,0,AI830698,insulin like growth factor 1 receptor,IGF1R
4893,203628_at,3480,0,H05812,insulin like growth factor 1 receptor,IGF1R
4894,208441_at,3480,0,NM_015883,insulin like growth factor 1 receptor,IGF1R
4895,203629_s_at,10466,0,AU152134,component of oligomeric golgi complex 5,COG5
4896,203630_s_at,10466,0,NM_006348,component of oligomeric golgi complex 5,COG5
4897,203631_s_at,51704,0,AF202640,G protein-coupled receptor class C group 5 member B,GPRC5B
4898,203632_s_at,51704,0,NM_016235,G protein-coupled receptor class C group 5 member B,GPRC5B
4899,203633_at,1374,0,BF001714,carnitine palmitoyltransferase 1A,CPT1A
4900,203634_s_at,1374,0,NM_001876,carnitine palmitoyltransferase 1A,CPT1A
4901,210687_at,1374,0,BC000185,carnitine palmitoyltransferase 1A,CPT1A
4902,210688_s_at,1374,0,BC000185,carnitine palmitoyltransferase 1A,CPT1A
4903,203635_at,10311,0,NM_006052,DSCR3 arrestin fold containing,DSCR3
4904,217309_s_at,10311,0,AJ001867,DSCR3 arrestin fold containing,DSCR3
4905,203636_at,4281,0,BE967532,midline 1,MID1
4906,203637_s_at,4281,0,NM_000381,midline 1,MID1
4907,210694_s_at,4281,0,AF041209,midline 1,MID1
4908,203638_s_at,2263,0,NM_022969,fibroblast growth factor receptor 2,FGFR2
4909,203639_s_at,2263,0,M80634,fibroblast growth factor receptor 2,FGFR2
4910,208225_at,2263,0,NM_022971,fibroblast growth factor receptor 2,FGFR2
4911,208228_s_at,2263,0,M87771,fibroblast growth factor receptor 2,FGFR2
4912,208229_at,2263,0,NM_022975,fibroblast growth factor receptor 2,FGFR2
4913,208234_x_at,2263,0,NM_022976,fibroblast growth factor receptor 2,FGFR2
4914,211398_at,2263,0,AB030075,fibroblast growth factor receptor 2,FGFR2
4915,211399_at,2263,0,AB030077,fibroblast growth factor receptor 2,FGFR2
4916,211400_at,2263,0,AB030073,fibroblast growth factor receptor 2,FGFR2
4917,211401_s_at,2263,0,AB030078,fibroblast growth factor receptor 2,FGFR2
4918,203640_at,10150,0,BE328496,muscleblind like splicing regulator 2,MBNL2
4919,205017_s_at,10150,0,AI088145,muscleblind like splicing regulator 2,MBNL2
4920,205018_s_at,10150,0,NM_005757,muscleblind like splicing regulator 2,MBNL2
4921,203641_s_at,22837,0,BF002844,cordon-bleu WH2 repeat protein like 1,COBLL1
4922,203642_s_at,22837,0,NM_014900,cordon-bleu WH2 repeat protein like 1,COBLL1
4923,211032_at,22837,0,BC006264,cordon-bleu WH2 repeat protein like 1,COBLL1
4924,215393_s_at,22837,0,AK002054,cordon-bleu WH2 repeat protein like 1,COBLL1
4925,203643_at,2077,0,NM_006494,ETS2 repressor factor,ERF
4926,203644_s_at,22879,0,AI629033,"MON1 homolog B, secretory trafficking associated",MON1B
4927,203645_s_at,9332,0,NM_004244,CD163 molecule,CD163
4928,215049_x_at,9332,0,Z22969,CD163 molecule,CD163
4929,216233_at,9332,0,Z22970,CD163 molecule,CD163
4930,203646_at,2230,0,NM_004109,ferredoxin 1,FDX1
4931,203647_s_at,2230,0,M18003,ferredoxin 1,FDX1
4932,203648_at,9797,0,NM_014760,TatD DNase domain containing 2,TATDN2
4933,203649_s_at,5320,0,NM_000300,phospholipase A2 group IIA,PLA2G2A
4934,203650_at,10544,0,NM_006404,protein C receptor,PROCR
4935,203651_at,9765,0,NM_014733,zinc finger FYVE-type containing 16,ZFYVE16
4936,203652_at,4296,0,NM_002419,mitogen-activated protein kinase kinase kinase 11,MAP3K11
4937,203653_s_at,8161,0,BG391060,coilin,COIL
4938,203654_s_at,8161,0,NM_004645,coilin,COIL
4939,203655_at,7515,0,NM_006297,X-ray repair cross complementing 1,XRCC1
4940,203656_at,9896,0,NM_014845,FIG4 phosphoinositide 5-phosphatase,FIG4
4941,203657_s_at,8722,0,NM_003793,cathepsin F,CTSF
4942,203658_at,788,0,BC001689,solute carrier family 25 member 20,SLC25A20
4943,203659_s_at,10206,0,NM_005798,tripartite motif containing 13,TRIM13
4944,203660_s_at,5116,0,NM_006031,pericentrin,PCNT
4945,203661_s_at,7111,0,BC002660,tropomodulin 1,TMOD1
4946,203662_s_at,7111,0,NM_003275,tropomodulin 1,TMOD1
4947,213161_at,7111,1,AI583393,tropomodulin 1,TMOD1
4948,203663_s_at,9377,0,NM_004255,cytochrome c oxidase subunit 5A,COX5A
4949,203664_s_at,5433,0,NM_004805,RNA polymerase II subunit D,POLR2D
4950,214144_at,5433,0,BF432147,RNA polymerase II subunit D,POLR2D
4951,203665_at,3162,0,NM_002133,heme oxygenase 1,HMOX1
4952,203666_at,6387,0,NM_000609,C-X-C motif chemokine ligand 12,CXCL12
4953,209687_at,6387,0,U19495,C-X-C motif chemokine ligand 12,CXCL12
4954,203667_at,6902,0,NM_004607,tubulin folding cofactor A,TBCA
4955,203668_at,4123,0,NM_006715,mannosidase alpha class 2C member 1,MAN2C1
4956,203669_s_at,8694,0,NM_012079,diacylglycerol O-acyltransferase 1,DGAT1
4957,203670_at,26140,1,NM_015644,tubulin tyrosine ligase like 3,TTLL3
4958,210129_s_at,26140,1,AF078842,tubulin tyrosine ligase like 3,TTLL3
4959,203670_at,10093,1,NM_015644,actin related protein 2/3 complex subunit 4,ARPC4
4960,210129_s_at,10093,1,AF078842,actin related protein 2/3 complex subunit 4,ARPC4
4961,211672_s_at,10093,1,AF019888,actin related protein 2/3 complex subunit 4,ARPC4
4962,217817_at,10093,0,BE891920,actin related protein 2/3 complex subunit 4,ARPC4
4963,217818_s_at,10093,0,NM_005718,actin related protein 2/3 complex subunit 4,ARPC4
4964,203670_at,100526693,1,NM_015644,ARPC4-TTLL3 readthrough,ARPC4-TTLL3
4965,210129_s_at,100526693,1,AF078842,ARPC4-TTLL3 readthrough,ARPC4-TTLL3
4966,211672_s_at,100526693,1,AF019888,ARPC4-TTLL3 readthrough,ARPC4-TTLL3
4967,203671_at,7172,0,BF196891,thiopurine S-methyltransferase,TPMT
4968,203672_x_at,7172,0,U12387,thiopurine S-methyltransferase,TPMT
4969,203673_at,7038,0,NM_003235,thyroglobulin,TG
4970,203674_at,9931,0,NM_014877,helicase with zinc finger,HELZ
4971,203675_at,4925,0,NM_005013,nucleobindin 2,NUCB2
4972,203676_at,2799,0,NM_002076,glucosamine (N-acetyl)-6-sulfatase,GNS
4973,212334_at,2799,0,BE880245,glucosamine (N-acetyl)-6-sulfatase,GNS
4974,212335_at,2799,0,AW167793,glucosamine (N-acetyl)-6-sulfatase,GNS
4975,203677_s_at,6895,0,NM_004178,"TARBP2, RISC loading complex RNA binding subunit",TARBP2
4976,203678_at,22909,0,NM_014967,FANCD2/FANCI-associated nuclease 1,FAN1
4977,203679_at,11018,0,NM_006858,transmembrane p24 trafficking protein 1,TMED1
4978,203680_at,5577,0,NM_002736,protein kinase cAMP-dependent type II regulatory subunit beta,PRKAR2B
4979,203681_at,3712,0,M34192,isovaleryl-CoA dehydrogenase,IVD
4980,203682_s_at,3712,0,NM_002225,isovaleryl-CoA dehydrogenase,IVD
4981,216958_s_at,3712,0,AK022777,isovaleryl-CoA dehydrogenase,IVD
4982,203683_s_at,7423,0,NM_003377,vascular endothelial growth factor B,VEGFB
4983,203684_s_at,596,0,M13994,"BCL2, apoptosis regulator",BCL2
4984,203685_at,596,0,NM_000633,"BCL2, apoptosis regulator",BCL2
4985,207004_at,596,0,NM_000657,"BCL2, apoptosis regulator",BCL2
4986,207005_s_at,596,0,NM_000657,"BCL2, apoptosis regulator",BCL2
4987,203686_at,4350,0,NM_002434,N-methylpurine DNA glycosylase,MPG
4988,203687_at,6376,0,NM_002996,C-X3-C motif chemokine ligand 1,CX3CL1
4989,823_at,6376,0,U84487,C-X3-C motif chemokine ligand 1,CX3CL1
4990,203688_at,5311,0,NM_000297,"polycystin 2, transient receptor potential cation channel",PKD2
4991,203689_s_at,2332,0,AI743037,fragile X mental retardation 1,FMR1
4992,215245_x_at,2332,0,AA830884,fragile X mental retardation 1,FMR1
4993,203690_at,10426,0,NM_006322,tubulin gamma complex associated protein 3,TUBGCP3
4994,215739_s_at,10426,0,AJ003062,tubulin gamma complex associated protein 3,TUBGCP3
4995,203691_at,5266,0,NM_002638,peptidase inhibitor 3,PI3
4996,41469_at,5266,0,L10343,peptidase inhibitor 3,PI3
4997,203692_s_at,1871,0,AI640363,E2F transcription factor 3,E2F3
4998,203693_s_at,1871,0,NM_001949,E2F transcription factor 3,E2F3
4999,203694_s_at,8449,0,NM_003587,DEAH-box helicase 16,DHX16
5000,203695_s_at,1687,0,NM_004403,"DFNA5, deafness associated tumor suppressor",DFNA5
5001,203697_at,2487,0,U91903,frizzled-related protein,FRZB
5002,203698_s_at,2487,0,NM_001463,frizzled-related protein,FRZB
5003,203699_s_at,1734,0,U53506,"deiodinase, iodothyronine type II",DIO2
5004,203700_s_at,1734,0,NM_013989,"deiodinase, iodothyronine type II",DIO2
5005,210819_x_at,1734,0,AB041844,"deiodinase, iodothyronine type II",DIO2
5006,211215_x_at,1734,0,AB041843,"deiodinase, iodothyronine type II",DIO2
5007,203701_s_at,55621,0,NM_017722,tRNA methyltransferase 1,TRMT1
5008,210463_x_at,55621,0,BC002492,tRNA methyltransferase 1,TRMT1
5009,216454_at,55621,0,AL390133,tRNA methyltransferase 1,TRMT1
5010,203702_s_at,9654,0,AL043927,tubulin tyrosine ligase like 4,TTLL4
5011,203703_s_at,9654,0,NM_014640,tubulin tyrosine ligase like 4,TTLL4
5012,203704_s_at,6239,0,AW118862,ras responsive element binding protein 1,RREB1
